,id,show_id,title,director,country,release_year,duration,listed_in,score,director1,cast1,cast2,cast3,country1,duration1,listed_in1,listed_in2,score1
4047,4047,s6504,The Invisible Guardian,Fernando Gonz¨¢lez Molina,"Spain, Germany",2017,129 min,"International Movies, Thrillers",1,414,464,669,414,328,129,International Movies,15,3
4048,4048,s6505,The Invisible Guest,Paulo Oriol,Spain,2016,106 min,"International Movies, Thrillers",3,672,951,889,672,317,106,International Movies,15,5
4049,4049,s6506,The Invitation,Karyn Kusama,United States,2015,100 min,"Horror Movies, Independent Movies, Thrillers",5,513,724,215,513,440,100,Horror Movies,13,5
4050,4050,s6508,The Irishman,Martin Scorsese,United States,2019,209 min,Dramas,3,794,468,177,794,440,209,Dramas,12,5
4051,4051,s6510,The Iron Lady,Phyllida Lloyd,"United Kingdom, France",2011,105 min,"Dramas, International Movies",4,5,421,887,5,385,105,Dramas,12,4
4052,4052,s6512,The Island,Toka McBaror,Nigeria,2018,93 min,"Dramas, International Movies, Thrillers",1,154,425,532,154,257,93,Dramas,12,3
4053,4053,s6517,The Jane Austen Book Club,Robin Swicord,United States,2007,106 min,"Comedies, Dramas, Romantic Movies",0,89,418,539,89,440,106,Comedies,7,2
4054,4054,s6519,The Journey Is the Destination,Bronwen Hughes,United States,2016,123 min,Dramas,3,871,34,796,871,440,123,Dramas,12,5
4055,4055,s6522,The Jungle School,Riri Riza,Indonesia,2013,90 min,"Dramas, International Movies",3,752,614,863,752,192,90,Dramas,12,5
4056,4056,s6524,The Karate Kid,Harald Zwart,"United States, China",2010,140 min,"Children & Family Movies, Dramas",4,739,866,518,739,461,140,Children & Family Movies,4,4
4057,4057,s6526,The Keeping Hours,Karen Moncrieff,United States,2017,95 min,"Dramas, Thrillers",3,622,206,284,622,440,95,Dramas,12,5
4058,4058,s6527,The Killer,Marcelo Galv?o,Brazil,2017,100 min,"Action & Adventure, International Movies",1,780,405,202,780,29,100,Action & Adventure,0,3
4059,4059,s6528,The Killing of a Sacred Deer,Yorgos Lanthimos,"Ireland, United Kingdom",2017,121 min,"Dramas, Independent Movies, Thrillers",4,639,385,842,639,206,121,Dramas,12,4
4060,4060,s6529,The Kindergarten Teacher,Sara Colangelo,"United States, Israel, United Kingdom, Canada",2018,97 min,"Dramas, Independent Movies",2,666,507,104,666,497,97,Dramas,12,4
4061,4061,s6531,The King,David Mich?d,"United Kingdom, Hungary, Australia",2019,141 min,Dramas,3,358,789,581,358,403,141,Dramas,12,5
4062,4062,s6534,The King's Speech,Tom Hooper,"United Kingdom, United States, Australia",2010,118 min,"Dramas, International Movies",2,713,918,450,713,431,118,Dramas,12,4
4063,4063,s6536,The Kissing Booth,Vince Marcello,"United Kingdom, United States",2018,105 min,"Comedies, Romantic Movies",2,831,502,721,831,430,105,Comedies,7,4
4064,4064,s6537,The Kissing Booth 2,Vince Marcello,"United Kingdom, United States",2020,133 min,"Comedies, Romantic Movies",4,118,614,666,118,430,133,Comedies,7,4
4065,4065,s6538,The Kite,Randa Chahal Sabbag,"Lebanon, France",2003,76 min,"Dramas, International Movies, Romantic Movies",1,906,351,895,906,234,76,Dramas,12,3
4066,4066,s6539,The Knight Before Christmas,Monika Mitchell,United States,2019,93 min,"Children & Family Movies, Comedies, Romantic Movies",3,957,350,941,957,440,93,Children & Family Movies,4,5
4067,4067,s6543,The Lake House,Alejandro Agresti,United States,2006,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",1,607,838,82,607,440,98,Dramas,12,3
4068,4068,s6544,The Lamb,Timothy Reckart,United States,2017,86 min,"Children & Family Movies, Faith & Spirituality",4,821,577,812,821,440,86,Children & Family Movies,4,4
4069,4069,s6545,The Land,Youssef Chahine,Egypt,1970,130 min,"Classic Movies, Dramas, International Movies",2,635,242,934,635,100,130,Classic Movies,6,4
4070,4070,s6546,The Land of Cards,Qaushiq Mukherjee,India,2012,113 min,"Dramas, Independent Movies, International Movies",4,790,460,979,790,173,113,Dramas,12,4
4071,4071,s6548,The Land of Steady Habits,Nicole Holofcener,United States,2018,98 min,"Comedies, Dramas, Independent Movies",1,408,484,244,408,440,98,Comedies,7,3
4072,4072,s6549,The Land of the Enlightened,Pieter-Jan De Pue,"Belgium, Ireland, Netherlands, Germany, Afghanistan",2016,84 min,"Documentaries, International Movies",4,504,790,659,504,27,84,Documentaries,10,4
4073,4073,s6550,The Larva Island Movie,Ahn Byoung-wook,South Korea,2020,91 min,"Children & Family Movies, Comedies",0,735,466,241,735,311,91,Children & Family Movies,4,2
4074,4074,s6551,The Last Airbender,M. Night Shyamalan,United States,2010,104 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",4,614,68,195,614,440,104,Action & Adventure,0,4
4075,4075,s6552,The Last Bomb of the Second World War,Athiyan Athirai,India,2019,133 min,"Dramas, Independent Movies, International Movies",0,954,260,326,954,173,133,Dramas,12,2
4076,4076,s6553,The Last Boy Scout,Tony Scott,United States,1991,105 min,"Action & Adventure, Comedies",4,874,53,82,874,440,105,Action & Adventure,0,4
4077,4077,s6556,The Last Days of American Crime,Olivier Megaton,United States,2020,149 min,"Action & Adventure, Dramas, Independent Movies",1,478,326,423,478,440,149,Action & Adventure,0,3
4078,4078,s6557,The Last Days of Chez Nous,Gillian Armstrong,Australia,1992,93 min,"Classic Movies, Dramas",4,464,332,906,464,10,93,Classic Movies,6,4
4079,4079,s6558,The Last Exorcism,Daniel Stamm,"France, United States",2010,88 min,"Horror Movies, Independent Movies, Thrillers",3,243,814,953,243,141,88,Horror Movies,13,5
4080,4080,s6559,The Last Face,Sean Penn,United States,2016,131 min,Dramas,4,910,417,684,910,440,131,Dramas,12,4
4081,4081,s6560,The Last Hangover,Rodrigo Van Der Put,Brazil,2018,44 min,"Comedies, International Movies",3,271,893,888,271,29,44,Comedies,7,5
4082,4082,s6561,The last hour,Eduardo Mendoza de Echave,"Chile, Peru",2017,119 min,"Dramas, International Movies",2,649,879,217,649,67,119,Dramas,12,4
4083,4083,s6564,The Last Laugh,Greg Pritikin,United States,2019,99 min,"Comedies, Dramas",1,819,904,173,819,440,99,Comedies,7,3
4084,4084,s6565,The Last Man on the Moon,Mark Craig,United Kingdom,2014,96 min,Documentaries,3,231,690,319,231,369,96,Documentaries,10,5
4085,4085,s6569,The Last Runway,"Rodrigo Salom¨®n, Pietro Scappini","Paraguay, Argentina",2018,107 min,"Action & Adventure, International Movies",2,521,398,804,521,269,107,Action & Adventure,0,4
4086,4086,s6570,The Last Shaman,Raz Degan,"United Kingdom, Italy, Israel, Peru, United States",2016,83 min,"Documentaries, International Movies",1,497,58,685,497,410,83,Documentaries,10,3
4087,4087,s6571,The Last Summer,William Bindley,United States,2019,110 min,"Comedies, Romantic Movies",5,221,923,865,221,440,110,Comedies,7,5
4088,4088,s6572,The Last Thing He Wanted,Dee Rees,United States,2020,116 min,"Dramas, Thrillers",2,413,377,761,413,440,116,Dramas,12,4
4089,4089,s6573,The Last Whistle,Rob Smat,United States,2019,88 min,"Dramas, Sports Movies",3,818,291,677,818,440,88,Dramas,12,5
4090,4090,s6575,The Late Bloomer,Kevin Pollak,United States,2016,95 min,Comedies,3,253,848,829,253,440,95,Comedies,7,5
4091,4091,s6576,The Laundromat,Steven Soderbergh,United States,2019,96 min,"Comedies, Dramas",1,577,905,722,577,440,96,Comedies,7,3
4092,4092,s6577,The Laws of Thermodynamics,Mateo Gil,Spain,2018,101 min,"Comedies, International Movies, Romantic Movies",4,30,533,123,30,317,101,Comedies,7,4
4093,4093,s6579,The Legacy of a Whitetail Deer Hunter,Jody Hill,United States,2018,83 min,"Action & Adventure, Comedies, Dramas",3,443,724,16,443,440,83,Action & Adventure,0,5
4094,4094,s6580,The Legacy of the Bones,Fernando Gonz¨¢lez Molina,"Spain, Germany",2019,121 min,"International Movies, Thrillers",5,887,384,8,887,328,121,International Movies,15,5
4095,4095,s6582,The Legend of Bhagat Singh,Rajkumar Santoshi,India,2002,156 min,"Dramas, International Movies",1,369,649,242,369,173,156,Dramas,12,3
4096,4096,s6586,The Legend of Michael Mishra,Manish Jha,India,2016,118 min,"Comedies, Dramas, International Movies",1,212,417,909,212,173,118,Comedies,7,3
4097,4097,s6590,The Letter Reader,Sibusiso Khuzwayo,South Africa,2019,30 min,"Dramas, International Movies",3,169,61,260,169,303,30,Dramas,12,5
4098,4098,s6595,The Life Ahead,Edoardo Ponti,Italy,2020,95 min,"Dramas, International Movies",0,220,740,128,220,217,95,Dramas,12,2
4099,4099,s6596,The Lift Boy,Jonathan Augustin,India,2020,107 min,"Dramas, Independent Movies, International Movies",2,481,705,662,481,173,107,Dramas,12,4
4100,4100,s6598,The Lighthouse of the Orcas,Gerardo Olivares,"Spain, Argentina",2016,110 min,"Dramas, International Movies, Romantic Movies",3,855,741,904,855,318,110,Dramas,12,5
4101,4101,s6599,The Lion Woman,Vibeke Ids?e,"Norway, Germany",2016,118 min,"Dramas, International Movies",3,708,955,770,708,262,118,Dramas,12,5
4102,4102,s6600,The Little Hours,Jeff Baena,"Canada, United States",2017,89 min,"Comedies, Independent Movies",3,181,670,703,181,58,89,Comedies,7,5
4103,4103,s6601,The Little Mermaid,"Blake Harris, Chris Bouchard",United States,2018,85 min,"Children & Family Movies, Dramas",2,935,39,874,935,440,85,Children & Family Movies,4,4
4104,4104,s6603,The Little Prince,Mark Osborne,"France, Canada, Italy, United States, China",2015,107 min,Children & Family Movies,1,74,57,271,74,119,107,Children & Family Movies,4,3
4105,4105,s6604,The Little Switzerland,Kepa Sojo,Spain,2019,86 min,"Comedies, International Movies",4,403,727,680,403,317,86,Comedies,7,4
4106,4106,s6605,The Little Vampire,"Richard Claus, Karsten Kiilerich","Netherlands, Germany, Denmark, United Kingdom",2017,83 min,Children & Family Movies,3,25,223,916,25,252,83,Children & Family Movies,4,5
4107,4107,s6606,The Little Wars,Maroun Baghdadi,"France, Lebanon",1982,108 min,"Dramas, International Movies",4,683,588,774,683,127,108,Dramas,12,4
4108,4108,s6607,The Lives of Others,Florian Henckel von Donnersmarck,Germany,2006,138 min,"Dramas, International Movies, Thrillers",3,243,886,760,243,144,138,Dramas,12,5
4109,4109,s6609,The Lobster,Yorgos Lanthimos,"Ireland, United Kingdom, Greece, France, Netherlands",2015,119 min,"Comedies, International Movies, Romantic Movies",4,748,251,818,748,207,119,Comedies,7,4
4110,4110,s6610,The Lodgers,Brian O'Malley,Ireland,2017,93 min,"Horror Movies, International Movies",1,536,177,557,536,199,93,Horror Movies,13,3
4111,4111,s6612,The Long Dumb Road,Hannah Fidell,United States,2018,91 min,"Comedies, Independent Movies",1,377,884,536,377,440,91,Comedies,7,3
4112,4112,s6614,The Longest Yard,Robert Aldrich,United States,1974,121 min,"Classic Movies, Comedies, Sports Movies",1,375,123,255,375,440,121,Classic Movies,6,3
4113,4113,s6615,The Longshots,Fred Durst,United States,2008,95 min,"Comedies, Dramas, Sports Movies",4,653,515,295,653,440,95,Comedies,7,4
4114,4114,s6617,The Lord of the Rings: The Return of the King,Peter Jackson,"New Zealand, United States",2003,201 min,"Action & Adventure, Sci-Fi & Fantasy",0,860,492,86,860,256,201,Action & Adventure,0,2
4115,4115,s6618,The Lord of the Rings: The Two Towers,Peter Jackson,"New Zealand, United States",2002,179 min,"Action & Adventure, Sci-Fi & Fantasy",1,553,639,353,553,256,179,Action & Adventure,0,3
4116,4116,s6619,The Lost Brother,Israel Adri¨¢n Caetano,"Argentina, Uruguay, Spain, France",2017,113 min,"Dramas, International Movies",0,195,197,56,195,9,113,Dramas,12,2
4117,4117,s6620,The Lost Husband,Vicky Wight,United States,2020,110 min,"Dramas, Romantic Movies",4,742,677,454,742,440,110,Dramas,12,4
4118,4118,s6621,The Lost Okoroshi,Abba T. Makama,Nigeria,2019,94 min,"Comedies, Dramas, Independent Movies",4,937,67,789,937,257,94,Comedies,7,4
4119,4119,s6622,The Love Affair,Nuel Naval,Philippines,2015,127 min,"Dramas, International Movies, Romantic Movies",2,353,612,363,353,272,127,Dramas,12,4
4120,4120,s6623,The Love Guru,Marco Schnabel,"United Kingdom, Germany, United States",2008,87 min,"Comedies, Sports Movies",2,55,318,5,55,401,87,Comedies,7,4
4121,4121,s6624,The Lovebirds,Michael Showalter,United States,2020,87 min,"Action & Adventure, Comedies, Romantic Movies",0,33,833,739,33,440,87,Action & Adventure,0,2
4122,4122,s6625,The Lovers,Azazel Jacobs,United States,2017,98 min,"Comedies, Dramas, Independent Movies",2,204,353,115,204,440,98,Comedies,7,4
4123,4123,s6627,The lynx,Stanis?aw R¨®?ewicz,Poland,1982,82 min,"Dramas, International Movies",2,89,19,54,89,277,82,Dramas,12,4
4124,4124,s6628,The Mad Monk,Johnny To,Hong Kong,1993,85 min,"Comedies, International Movies, Sci-Fi & Fantasy",3,896,703,73,896,163,85,Comedies,7,5
4125,4125,s6629,The Magic Pill,Robert Tate,"United States, Australia, South Africa, United Kingdom",2017,90 min,Documentaries,1,735,9,615,735,444,90,Documentaries,10,3
4126,4126,s6632,The Magic School Bus Rides Again In the Zone,Richard Weston,Canada,2020,46 min,Children & Family Movies,2,667,633,541,667,39,46,Children & Family Movies,4,4
4127,4127,s6633,The Magic School Bus Rides Again Kids In Space,Richard Weston,United States,2020,46 min,Children & Family Movies,3,841,976,761,841,440,46,Children & Family Movies,4,5
4128,4128,s6634,The Magic School Bus Rides Again The Frizz Connection,Richard Weston,Canada,2020,46 min,Children & Family Movies,4,593,938,222,593,39,46,Children & Family Movies,4,4
4129,4129,s6636,The Main Event,Jay Karas,United States,2020,103 min,"Children & Family Movies, Comedies, Sports Movies",3,508,402,300,508,440,103,Children & Family Movies,4,5
4130,4130,s6638,The Man Who Feels No Pain,Vasan Bala,India,2018,137 min,"Action & Adventure, Comedies, International Movies",1,803,876,22,803,173,137,Action & Adventure,0,3
4131,4131,s6639,The Man Who Would Be Polka King,"John Mikulak, Joshua Brown",United States,2009,68 min,"Documentaries, Music & Musicals",3,829,294,762,829,440,68,Documentaries,10,5
4132,4132,s6640,The Man Without Gravity,Marco Bonfanti,"Italy, Belgium",2019,107 min,"Dramas, International Movies",1,272,516,645,272,218,107,Dramas,12,3
4133,4133,s6641,The Mansion,Tony Datis,"France, Belgium",2017,100 min,"Comedies, Horror Movies, International Movies",1,778,858,276,778,108,100,Comedies,7,3
4134,4134,s6643,The Married Couples,Hassan AbdulSalam,Egypt,1981,195 min,"Comedies, International Movies, Romantic Movies",1,965,310,234,965,100,195,Comedies,7,3
4135,4135,s6644,The Mars Generation,Michael Barnett,United States,2017,98 min,"Children & Family Movies, Documentaries",3,350,222,134,350,440,98,Children & Family Movies,4,5
4136,4136,s6645,The Mask of Zorro,Martin Campbell,"United States, Germany, Mexico",1998,138 min,"Action & Adventure, Romantic Movies",1,822,553,940,822,480,138,Action & Adventure,0,3
4137,4137,s6646,The Massively Mixed-Up Middle School Mystery,Will Eisenberg,United States,2015,40 min,"Children & Family Movies, Comedies",0,115,285,754,115,440,40,Children & Family Movies,4,2
4138,4138,s6647,The Master,Paul Thomas Anderson,United States,2012,137 min,"Dramas, Independent Movies",5,332,953,402,332,440,137,Dramas,12,5
4139,4139,s6648,The Match,Francesco Carnesecchi,Italy,2020,97 min,"Dramas, International Movies, Sports Movies",4,252,335,653,252,217,97,Dramas,12,4
4140,4140,s6649,The Matrix,"Lilly Wachowski, Lana Wachowski",United States,1999,136 min,"Action & Adventure, Sci-Fi & Fantasy",3,210,421,940,210,440,136,Action & Adventure,0,5
4141,4141,s6650,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski",United States,2003,138 min,"Action & Adventure, Sci-Fi & Fantasy",1,459,853,358,459,440,138,Action & Adventure,0,3
4142,4142,s6651,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski",United States,2003,129 min,"Action & Adventure, Sci-Fi & Fantasy",3,341,368,959,341,440,129,Action & Adventure,0,5
4143,4143,s6652,The Maus,Yayo Herrero,Spain,2017,90 min,"Horror Movies, Independent Movies, International Movies",4,509,40,817,509,317,90,Horror Movies,13,4
4144,4144,s6653,The Mayo Clinic,"Ken Burns, Christopher Loren Ewers, Erik Ewers",United States,2018,116 min,Documentaries,5,437,361,499,437,440,116,Documentaries,10,5
4145,4145,s6654,The Mayor,Park In-je,South Korea,2017,130 min,"Dramas, International Movies",0,7,89,653,7,311,130,Dramas,12,2
4146,4146,s6657,The Memory of Water,Mat¨ªas Bize,"Chile, Spain, Argentina, Germany",2015,88 min,"Dramas, International Movies",2,806,535,783,806,68,88,Dramas,12,4
4147,4147,s6659,The Men Who Stare at Goats,Grant Heslov,"United States, United Kingdom",2009,94 min,Comedies,5,412,28,614,412,521,94,Comedies,7,5
4148,4148,s6663,The Meyerowitz Stories (New and Selected),Noah Baumbach,United States,2017,113 min,"Comedies, Dramas, Independent Movies",2,960,50,661,960,440,113,Comedies,7,4
4149,4149,s6664,The Midas Touch,Chi Keung Fung,Hong Kong,2013,98 min,"Comedies, International Movies",4,644,272,107,644,163,98,Comedies,7,4
4150,4150,s6666,The Midnight Sky,George Clooney,United States,2020,119 min,Dramas,4,62,710,31,62,440,119,Dramas,12,4
4151,4151,s6668,The Millions,"Toka McBaror, Tunde Apalowo",Nigeria,2019,95 min,"Comedies, International Movies",1,166,335,934,166,257,95,Comedies,7,3
4152,4152,s6673,The Minions of Midas,Mateo Gil,Spain,2020,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",5,829,676,59,829,317,1,Crime TV Shows,8,5
4153,4153,s6676,The Mire,Jan Holoubek,Poland,2018,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",3,47,884,149,47,277,1,Crime TV Shows,8,5
4154,4154,s6677,The Mirror Boy,Obi Emelonye,"United Kingdom, Nigeria",2011,86 min,"Action & Adventure, Dramas, International Movies",0,939,3,684,939,417,86,Action & Adventure,0,2
4155,4155,s6680,The Mistress,Olivia M. Lamasan,Philippines,2012,132 min,"Dramas, International Movies, Romantic Movies",1,251,984,780,251,272,132,Dramas,12,3
4156,4156,s6681,The Mitfords: A Tale of Two Sisters,Edward Cotterill,United Kingdom,2017,44 min,Documentaries,5,117,755,106,117,369,44,Documentaries,10,5
4157,4157,s6682,The Model,Mads Matthiesen,Denmark,2016,104 min,"Dramas, Independent Movies, International Movies",4,988,7,502,988,90,104,Dramas,12,4
4158,4158,s6683,The Monster,Bryan Bertino,"United States, Canada",2016,91 min,"Horror Movies, Independent Movies",1,681,288,28,681,450,91,Horror Movies,13,3
4159,4159,s6684,The Monster of Mangatiti,John Banas,New Zealand,2015,70 min,Dramas,4,590,401,919,590,253,70,Dramas,12,4
4160,4160,s6686,The Most Assassinated Woman in the World,Franck Ribi¨¨re,"Belgium, United Kingdom, United States",2018,102 min,"Dramas, International Movies, Thrillers",2,220,30,836,220,28,102,Dramas,12,4
4161,4161,s6688,The Most Hated Woman in America,Tommy O'Haver,United States,2017,93 min,Dramas,2,565,301,390,565,440,93,Dramas,12,4
4162,4162,s6690,The Motive,Manuel Mart¨ªn Cuenca,"Spain, Mexico",2017,114 min,"Comedies, Dramas, International Movies",3,556,902,694,556,331,114,Comedies,7,5
4163,4163,s6693,The Muppets,James Bobin,United States,2011,104 min,"Children & Family Movies, Comedies",2,519,176,450,519,440,104,Children & Family Movies,4,4
4164,4164,s6695,The Music of Silence,Michael Radford,Italy,2017,115 min,"Dramas, International Movies, Music & Musicals",3,957,475,166,957,217,115,Dramas,12,5
4165,4165,s6698,The Naked Gun: From the Files of Police Squad!,David Zucker,United States,1988,85 min,"Comedies, Cult Movies",2,205,214,365,205,440,85,Comedies,7,4
4166,4166,s6699,The Natural,Barry Levinson,United States,1984,138 min,"Classic Movies, Dramas, Sports Movies",4,170,290,540,170,440,138,Classic Movies,6,4
4167,4167,s6705,The New Romantic,Carly Stone,Canada,2018,82 min,"Comedies, Independent Movies, Romantic Movies",4,536,511,876,536,39,82,Comedies,7,4
4168,4168,s6706,The Next Karate Kid,Christopher Cain,United States,1994,107 min,"Action & Adventure, Dramas, Sports Movies",1,391,766,631,391,440,107,Action & Adventure,0,3
4169,4169,s6707,The Next Skin,"Isaki Lacuesta, Isa Campo","Spain, Switzerland",2016,104 min,"Dramas, International Movies",3,643,474,389,643,334,104,Dramas,12,5
4170,4170,s6709,The Night Clerk,Michael Cristofer,United States,2020,90 min,"Dramas, Independent Movies",1,199,898,175,199,440,90,Dramas,12,3
4171,4171,s6710,The Night Comes for Us,Timo Tjahjanto,"Indonesia, United States",2018,121 min,"Action & Adventure, International Movies",4,456,423,428,456,197,121,Action & Adventure,0,4
4172,4172,s6714,The Nut Job,Peter Lepeniotis,"Canada, South Korea, United States",2014,85 min,"Children & Family Movies, Comedies",2,697,882,104,697,53,85,Children & Family Movies,4,4
4173,4173,s6715,The Nutcracker and the Four Realms,"Lasse Hallstr?m, Joe Johnston",United States,2018,99 min,Children & Family Movies,4,683,465,558,683,440,99,Children & Family Movies,4,4
4174,4174,s6718,The Occupant,"¨¤lex Pastor, David Pastor",Spain,2020,104 min,"Independent Movies, International Movies, Thrillers",2,209,495,924,209,317,104,Independent Movies,14,4
4175,4175,s6720,The Old Guard,Gina Prince-Bythewood,United States,2020,126 min,Action & Adventure,1,951,934,638,951,440,126,Action & Adventure,0,3
4176,4176,s6723,The One I Love,Charlie McDowell,United States,2014,91 min,"Comedies, Dramas, Independent Movies",3,368,855,947,368,440,91,Comedies,7,5
4177,4177,s6724,The Only Mother To You All,Wenn V. Deramas,Philippines,2008,106 min,"Comedies, International Movies",4,465,386,106,465,272,106,Comedies,7,4
4178,4178,s6725,The Open House,"Matt Angel, Suzanne Coote","Canada, United States",2018,95 min,"Horror Movies, Thrillers",3,108,350,148,108,58,95,Horror Movies,13,5
4179,4179,s6727,The Original Kings of Comedy,Spike Lee,United States,2000,111 min,Stand-Up Comedy,3,26,521,358,26,440,111,Stand-Up Comedy,25,3
4180,4180,s6729,The Other,Youssef Chahine,"France, Egypt",1999,106 min,"Dramas, International Movies, Romantic Movies",2,959,460,339,959,122,106,Dramas,12,4
4181,4181,s6730,The Other Guys,Adam McKay,United States,2010,108 min,"Action & Adventure, Comedies",5,944,729,812,944,440,108,Action & Adventure,0,5
4182,4182,s6731,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,United States,2015,84 min,"Documentaries, Music & Musicals",3,369,729,848,369,440,84,Documentaries,10,5
4183,4183,s6732,The Other Side of the Wind,Orson Welles,"France, Iran, United States",2018,122 min,"Classic Movies, Dramas, Independent Movies",5,778,384,445,778,125,122,Classic Movies,6,5
4184,4184,s6733,The Ottoman Lieutenant,Joseph Ruben,"Turkey, United States",2017,111 min,"Dramas, Romantic Movies",4,94,795,364,94,361,111,Dramas,12,4
4185,4185,s6734,The Outcasts,Peter Hutchings,United States,2017,94 min,Comedies,2,671,565,781,671,440,94,Comedies,7,4
4186,4186,s6735,The Outpost,Rod Lurie,"United States, Bulgaria",2020,123 min,"Action & Adventure, Dramas",1,752,500,270,752,448,123,Action & Adventure,0,3
4187,4187,s6736,The Outsider,Timothy Woodward Jr.,United States,2019,86 min,Movies,1,626,336,409,626,440,86,Movies,19,1
4188,4188,s6738,The Package,Jake Szymanski,United States,2018,95 min,Comedies,4,302,859,584,302,440,95,Comedies,7,4
4189,4189,s6739,The Panti Sisters,Jun Lana,Philippines,2019,108 min,"Comedies, International Movies, LGBTQ Movies",1,330,309,618,330,272,108,Comedies,7,3
4190,4190,s6741,The Paramedic,Carles Torras,Spain,2020,94 min,"Dramas, International Movies, Thrillers",4,843,409,221,843,317,94,Dramas,12,4
4191,4191,s6743,The Parole Officer,John Duigan,United Kingdom,2001,94 min,"Action & Adventure, Comedies",5,995,795,382,995,369,94,Action & Adventure,0,5
4192,4192,s6744,The Pass,Ben A. Williams,United Kingdom,2016,87 min,"Dramas, Independent Movies, LGBTQ Movies",1,796,611,628,796,369,87,Dramas,12,3
4193,4193,s6745,The Peacemaker,Mimi Leder,United States,1997,124 min,Action & Adventure,3,395,110,293,395,440,124,Action & Adventure,0,5
4194,4194,s6746,The Pelican Brief,Alan J. Pakula,United States,1993,141 min,"Dramas, Thrillers",1,417,664,678,417,440,141,Dramas,12,3
4195,4195,s6747,The Perfect Date,Chris Nelson,United States,2019,91 min,"Comedies, Romantic Movies",3,40,30,441,40,440,91,Comedies,7,5
4196,4196,s6749,The Perfect Dictatorship,Luis Estrada,Mexico,2014,143 min,"Comedies, Dramas, International Movies",0,265,924,892,265,239,143,Comedies,7,2
4197,4197,s6751,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,Ghana,2019,148 min,"Comedies, Dramas, International Movies",3,720,579,94,720,160,148,Comedies,7,5
4198,4198,s6752,The Perfection,Richard Shepard,United States,2019,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals",0,400,349,301,400,440,91,Horror Movies,13,2
4199,4199,s6753,The Perks of Being a Wallflower,Stephen Chbosky,United States,2012,103 min,"Comedies, Dramas",5,144,603,341,144,440,103,Comedies,7,5
4200,4200,s6754,The Phantom of the Opera,Joel Schumacher,"United Kingdom, United States",2004,141 min,"Dramas, Music & Musicals, Romantic Movies",2,243,170,718,243,430,141,Dramas,12,4
4201,4201,s6756,The Photographer Of Mauthausen,Mar Targarona,Spain,2018,110 min,"Dramas, International Movies",5,795,445,411,795,317,110,Dramas,12,5
4202,4202,s6757,The Physician,Philipp St?lzl,Germany,2013,155 min,"Action & Adventure, Dramas, International Movies",4,529,848,215,529,144,155,Action & Adventure,0,4
4203,4203,s6758,The Pink Panther,Shawn Levy,"United States, Czech Republic",2006,93 min,"Children & Family Movies, Comedies",4,639,104,545,639,465,93,Children & Family Movies,4,4
4204,4204,s6759,The Pirate Fairy,Peggy Holmes,United States,2014,78 min,Children & Family Movies,0,599,449,250,599,440,78,Children & Family Movies,4,2
4205,4205,s6760,The Pirates of Somalia,Bryan Buckley,"Somalia, Kenya, Sudan, South Africa, United States",2017,118 min,Dramas,4,492,522,374,492,302,118,Dramas,12,4
4206,4206,s6761,The Pirates! Band of Misfits,"Peter Lord, Jeff Newitt","United Kingdom, United States",2012,88 min,"Children & Family Movies, Comedies",3,271,25,980,271,430,88,Children & Family Movies,4,5
4207,4207,s6762,The Pixar Story,Leslie Iwerks,United States,2007,89 min,Documentaries,2,139,29,849,139,440,89,Documentaries,10,4
4208,4208,s6763,The Place Beyond the Pines,Derek Cianfrance,United States,2012,140 min,"Dramas, Independent Movies",2,4,900,157,4,440,140,Dramas,12,4
4209,4209,s6764,The Plagues of Breslau,Patryk Vega,Poland,2018,94 min,"International Movies, Thrillers",1,505,429,210,505,277,94,International Movies,15,3
4210,4210,s6765,The Plan,Keerthi,India,2015,124 min,"Dramas, International Movies, Thrillers",4,821,189,927,821,173,124,Dramas,12,4
4211,4211,s6768,The Player,Ahmad El-Badri,Egypt,2012,110 min,"Comedies, International Movies",0,844,27,325,844,100,110,Comedies,7,2
4212,4212,s6769,The Players,Stefano Mordini,Italy,2020,89 min,"Comedies, International Movies",1,897,469,535,897,217,89,Comedies,7,3
4213,4213,s6770,The Polar Express,Robert Zemeckis,United States,2004,100 min,Children & Family Movies,1,939,714,122,939,440,100,Children & Family Movies,4,3
4214,4214,s6772,The Polka King,Maya Forbes,United States,2018,94 min,"Comedies, Independent Movies",3,578,385,919,578,440,94,Comedies,7,5
4215,4215,s6774,The President's Barber,Chan-sang Lim,South Korea,2004,116 min,"Comedies, Dramas, International Movies",1,843,647,15,843,311,116,Comedies,7,3
4216,4216,s6775,The Price of Success,Teddy Lussi-Modeste,France,2017,92 min,"Dramas, International Movies",1,499,694,50,499,106,92,Dramas,12,3
4217,4217,s6776,The Prince,Brian A. Miller,"United States, United Kingdom",2014,91 min,Action & Adventure,3,10,869,206,10,521,91,Action & Adventure,0,5
